,OrderWeek,Segment,City,State,Region,SubCategory,Discount
1708,44,Consumer,San Francisco,California,West,Paper,NO
1709,44,Consumer,San Francisco,California,West,Chairs,YES
1710,44,Consumer,San Francisco,California,West,Art,NO
1712,5,Consumer,Houston,Texas,Central,Paper,YES
1713,36,Consumer,Chicago,Illinois,Central,Tables,YES
1714,40,Consumer,San Francisco,California,West,Bookcases,YES
1715,17,Consumer,New York City,New York,East,Binders,YES
1716,20,Consumer,New York City,New York,East,Appliances,NO
1717,20,Consumer,New York City,New York,East,Storage,NO
1718,20,Consumer,New York City,New York,East,Furnishings,NO
1719,20,Consumer,New York City,New York,East,Furnishings,NO
1720,20,Consumer,New York City,New York,East,Binders,YES
1721,51,Consumer,Chicago,Illinois,Central,Phones,YES
1722,51,Consumer,Chicago,Illinois,Central,Accessories,YES
1723,51,Consumer,Chicago,Illinois,Central,Bookcases,YES
1724,51,Consumer,Philadelphia,Pennsylvania,East,Appliances,YES
1725,51,Consumer,Philadelphia,Pennsylvania,East,Appliances,YES
1726,51,Consumer,Philadelphia,Pennsylvania,East,Appliances,YES
1727,17,Corporate,Dublin,Ohio,East,Tables,YES
1728,5,Consumer,Springfield,Virginia,South,Accessories,NO
1729,5,Consumer,Springfield,Virginia,South,Labels,NO
1730,39,Corporate,Fayetteville,North Carolina,South,Paper,YES
1731,39,Corporate,Fayetteville,North Carolina,South,Paper,YES
1732,27,Consumer,Dallas,Texas,Central,Storage,YES
1733,27,Consumer,Dallas,Texas,Central,Art,YES
1734,30,Consumer,Jacksonville,North Carolina,South,Appliances,YES
1735,30,Consumer,Jacksonville,North Carolina,South,Phones,YES
1736,30,Consumer,Jacksonville,North Carolina,South,Art,YES
1737,36,Corporate,San Francisco,California,West,Storage,NO
1738,36,Corporate,San Francisco,California,West,Accessories,NO
1739,36,Corporate,San Francisco,California,West,Accessories,NO
1740,32,Home Office,San Diego,California,West,Labels,NO
1741,44,Consumer,Philadelphia,Pennsylvania,East,Paper,YES
1742,44,Consumer,Philadelphia,Pennsylvania,East,Furnishings,YES
1743,44,Consumer,Philadelphia,Pennsylvania,East,Storage,YES
1744,44,Consumer,Philadelphia,Pennsylvania,East,Accessories,YES
1745,23,Consumer,Rochester,New York,East,Art,NO
1747,32,Consumer,Jacksonville,North Carolina,South,Paper,YES
1748,17,Home Office,Houston,Texas,Central,Paper,YES
1749,17,Home Office,Houston,Texas,Central,Art,YES
1750,47,Home Office,San Antonio,Texas,Central,Tables,YES
1751,41,Consumer,Oakland,California,West,Furnishings,NO
1752,48,Corporate,San Francisco,California,West,Storage,NO
1753,48,Corporate,San Francisco,California,West,Paper,NO
1754,48,Corporate,San Francisco,California,West,Paper,NO
1756,50,Home Office,Fort Worth,Texas,Central,Phones,YES
1758,19,Consumer,Houston,Texas,Central,Accessories,YES
1759,1,Consumer,Philadelphia,Pennsylvania,East,Art,YES
1760,36,Consumer,San Diego,California,West,Bookcases,YES
1761,36,Consumer,San Diego,California,West,Binders,YES
1762,36,Consumer,San Diego,California,West,Bookcases,YES
1763,31,Home Office,Suffolk,Virginia,South,Supplies,NO
1764,31,Home Office,Suffolk,Virginia,South,Labels,NO
1765,31,Home Office,Suffolk,Virginia,South,Furnishings,NO
1766,31,Home Office,Suffolk,Virginia,South,Labels,NO
1769,9,Corporate,Dallas,Texas,Central,Supplies,YES
1771,47,Corporate,Chicago,Illinois,Central,Storage,YES
1772,47,Corporate,Chicago,Illinois,Central,Accessories,YES
1773,18,Corporate,Baltimore,Maryland,East,Binders,NO
1774,18,Corporate,Baltimore,Maryland,East,Storage,NO
1775,18,Corporate,Baltimore,Maryland,East,Art,NO
1776,18,Corporate,Baltimore,Maryland,East,Labels,NO
1777,48,Consumer,Los Angeles,California,West,Paper,NO
1778,48,Consumer,Los Angeles,California,West,Art,NO
1779,45,Consumer,New York City,New York,East,Accessories,NO
1780,45,Consumer,New York City,New York,East,Storage,NO
1781,28,Corporate,Franklin,Massachusetts,East,Paper,NO
1782,28,Corporate,Franklin,Massachusetts,East,Binders,NO
1783,38,Corporate,Milwaukee,Wisconsin,Central,Paper,NO
1784,38,Corporate,Milwaukee,Wisconsin,Central,Accessories,NO
1785,38,Corporate,Milwaukee,Wisconsin,Central,Binders,NO
1786,38,Corporate,Milwaukee,Wisconsin,Central,Phones,NO
1787,7,Corporate,Kenosha,Wisconsin,Central,Phones,NO
1788,7,Corporate,Kenosha,Wisconsin,Central,Phones,NO
1789,7,Corporate,Kenosha,Wisconsin,Central,Accessories,NO
1790,40,Consumer,New York City,New York,East,Paper,NO
1791,49,Consumer,Madison,Wisconsin,Central,Chairs,NO
1792,49,Consumer,Madison,Wisconsin,Central,Art,NO
1793,50,Corporate,Houston,Texas,Central,Storage,YES
1794,36,Home Office,Olathe,Kansas,Central,Art,NO
1795,34,Home Office,New York City,New York,East,Storage,NO
1796,34,Home Office,New York City,New York,East,Phones,NO
1797,34,Home Office,New York City,New York,East,Binders,YES
1798,27,Consumer,San Jose,California,West,Furnishings,NO
1799,32,Consumer,Dallas,Texas,Central,Fasteners,YES
1800,32,Consumer,Dallas,Texas,Central,Paper,YES
1801,45,Home Office,Auburn,Washington,West,Furnishings,NO
1803,38,Consumer,Philadelphia,Pennsylvania,East,Supplies,YES
1804,38,Consumer,Philadelphia,Pennsylvania,East,Accessories,YES
1805,51,Corporate,Los Angeles,California,West,Phones,YES
1806,51,Corporate,Los Angeles,California,West,Paper,NO
1807,51,Corporate,Los Angeles,California,West,Accessories,NO
1808,6,Corporate,Tulsa,Oklahoma,Central,Phones,NO
1810,42,Corporate,Chicago,Illinois,Central,Paper,YES
1811,24,Consumer,Harrisonburg,Virginia,South,Tables,NO
1812,47,Consumer,Newark,Ohio,East,Furnishings,YES
1813,47,Consumer,Newark,Ohio,East,Furnishings,YES
1814,38,Corporate,Los Angeles,California,West,Tables,YES
1815,23,Consumer,Seattle,Washington,West,Labels,NO
1816,23,Consumer,Seattle,Washington,West,Art,NO
1817,50,Consumer,Los Angeles,California,West,Labels,NO
1821,7,Corporate,Chicago,Illinois,Central,Fasteners,YES
1822,7,Corporate,Chicago,Illinois,Central,Chairs,YES
1823,7,Corporate,Chicago,Illinois,Central,Paper,YES
1825,51,Consumer,Redmond,Oregon,West,Furnishings,YES
1826,51,Consumer,Redmond,Oregon,West,Furnishings,YES
1827,6,Home Office,Raleigh,North Carolina,South,Phones,YES
1828,29,Corporate,Macon,Georgia,South,Paper,NO
1829,20,Consumer,Cleveland,Ohio,East,Phones,YES
1830,42,Home Office,Muskogee,Oklahoma,Central,Phones,NO
1831,42,Home Office,Muskogee,Oklahoma,Central,Tables,NO
1832,45,Corporate,Monroe,North Carolina,South,Chairs,YES
1833,31,Corporate,Austin,Texas,Central,Machines,YES
1834,31,Corporate,Austin,Texas,Central,Paper,YES
1835,25,Consumer,Meriden,Connecticut,East,Art,NO
1836,7,Corporate,Roswell,Georgia,South,Appliances,NO
1837,31,Corporate,Charlotte,North Carolina,South,Labels,YES
1838,31,Corporate,Charlotte,North Carolina,South,Furnishings,YES
1839,31,Corporate,Charlotte,North Carolina,South,Appliances,YES
1840,31,Corporate,Charlotte,North Carolina,South,Paper,YES
1841,29,Corporate,Bowling Green,Kentucky,South,Chairs,NO
1842,7,Corporate,San Antonio,Texas,Central,Labels,YES
1844,30,Consumer,Seattle,Washington,West,Accessories,NO
1845,2,Home Office,Washington,District of Columbia,East,Paper,NO
1846,2,Home Office,Washington,District of Columbia,East,Furnishings,NO
1847,36,Corporate,Los Angeles,California,West,Chairs,YES
1848,36,Corporate,Los Angeles,California,West,Binders,YES
1849,30,Consumer,South Bend,Indiana,Central,Storage,NO
1850,30,Consumer,South Bend,Indiana,Central,Accessories,NO
1851,30,Consumer,South Bend,Indiana,Central,Paper,NO
1852,30,Consumer,South Bend,Indiana,Central,Envelopes,NO
1853,30,Consumer,South Bend,Indiana,Central,Paper,NO
1854,30,Consumer,South Bend,Indiana,Central,Storage,NO
1855,24,Corporate,Los Angeles,California,West,Art,NO
1856,19,Corporate,Houston,Texas,Central,Storage,YES
1858,36,Corporate,Bristol,Connecticut,East,Appliances,NO
1859,36,Corporate,Bristol,Connecticut,East,Phones,NO
1860,12,Consumer,New York City,New York,East,Bookcases,YES
1861,12,Consumer,New York City,New York,East,Phones,NO
1862,46,Consumer,San Antonio,Texas,Central,Storage,YES
1863,41,Corporate,Aurora,Colorado,West,Tables,YES
1864,41,Corporate,Aurora,Colorado,West,Furnishings,YES
1865,45,Corporate,Newark,Ohio,East,Phones,YES
1866,15,Corporate,Henderson,Nevada,West,Furnishings,NO
1867,26,Home Office,Philadelphia,Pennsylvania,East,Paper,YES
1868,26,Home Office,Philadelphia,Pennsylvania,East,Storage,YES
1869,34,Consumer,Seattle,Washington,West,Paper,NO
1870,30,Corporate,San Francisco,California,West,Art,NO
1871,30,Corporate,San Francisco,California,West,Chairs,YES
1872,30,Corporate,San Francisco,California,West,Tables,YES
1873,47,Consumer,Spokane,Washington,West,Tables,NO
1874,23,Home Office,Columbus,Ohio,East,Paper,YES
1875,10,Consumer,Long Beach,New York,East,Bookcases,YES
1876,12,Consumer,San Antonio,Texas,Central,Phones,YES
1877,52,Consumer,Los Angeles,California,West,Chairs,YES
1878,52,Consumer,Los Angeles,California,West,Phones,YES
1880,10,Consumer,New York City,New York,East,Envelopes,NO
1881,10,Consumer,New York City,New York,East,Chairs,YES
1882,10,Consumer,New York City,New York,East,Storage,NO
1883,45,Home Office,Philadelphia,Pennsylvania,East,Paper,YES
1884,3,Consumer,Keller,Texas,Central,Labels,YES
1885,16,Consumer,San Francisco,California,West,Furnishings,NO
1886,20,Home Office,Hialeah,Florida,South,Fasteners,YES
1888,43,Consumer,Fairfield,Ohio,East,Appliances,YES
1889,43,Consumer,Fairfield,Ohio,East,Tables,YES
1890,11,Corporate,Huntington Beach,California,West,Paper,NO
1891,11,Corporate,Huntington Beach,California,West,Art,NO
1892,51,Consumer,Port Orange,Florida,South,Envelopes,YES
1893,47,Consumer,Medford,Oregon,West,Paper,YES
1894,48,Consumer,Charlottesville,Virginia,South,Art,NO
1895,53,Consumer,Missoula,Montana,West,Binders,YES
1896,40,Consumer,Minneapolis,Minnesota,Central,Binders,NO
1897,35,Consumer,Miami,Florida,South,Envelopes,YES
1899,35,Consumer,Miami,Florida,South,Tables,YES
1900,26,Consumer,Florence,South Carolina,South,Storage,NO
1901,33,Home Office,Detroit,Michigan,Central,Phones,NO
1902,42,Corporate,Springfield,Oregon,West,Paper,YES
1903,42,Corporate,Springfield,Oregon,West,Chairs,YES
1904,42,Corporate,Springfield,Oregon,West,Accessories,YES
1905,42,Corporate,Indianapolis,Indiana,Central,Storage,NO
1908,6,Corporate,Los Angeles,California,West,Furnishings,NO
1909,51,Consumer,Oceanside,New York,East,Furnishings,NO
1910,46,Corporate,Los Angeles,California,West,Accessories,NO
1911,27,Corporate,Houston,Texas,Central,Paper,YES
1912,27,Corporate,Houston,Texas,Central,Machines,YES
1913,3,Consumer,Roswell,Georgia,South,Accessories,NO
1914,17,Home Office,Boynton Beach,Florida,South,Labels,YES
1915,17,Home Office,Boynton Beach,Florida,South,Art,YES
1916,17,Home Office,Boynton Beach,Florida,South,Labels,YES
1917,45,Consumer,Franklin,Massachusetts,East,Art,NO
1918,44,Home Office,Detroit,Michigan,Central,Phones,NO
1919,33,Corporate,Watertown,New York,East,Binders,YES
1920,33,Corporate,Watertown,New York,East,Chairs,YES
1921,40,Corporate,Reading,Pennsylvania,East,Storage,YES
1922,27,Corporate,Arlington,Texas,Central,Phones,YES
1923,27,Corporate,Arlington,Texas,Central,Art,YES
1924,49,Consumer,San Diego,California,West,Paper,NO
1925,10,Corporate,San Francisco,California,West,Accessories,NO
1926,23,Consumer,Los Angeles,California,West,Phones,YES
1927,48,Consumer,Denver,Colorado,West,Paper,YES
1928,11,Home Office,Seattle,Washington,West,Paper,NO
1929,11,Home Office,Seattle,Washington,West,Storage,NO
1930,11,Home Office,Seattle,Washington,West,Phones,YES
1931,47,Consumer,Scottsdale,Arizona,West,Phones,YES
1932,31,Consumer,Lafayette,Louisiana,South,Bookcases,NO
1933,31,Consumer,Lafayette,Louisiana,South,Furnishings,NO
1934,48,Corporate,San Francisco,California,West,Paper,NO
1935,48,Corporate,San Francisco,California,West,Accessories,NO
1936,22,Home Office,San Francisco,California,West,Furnishings,NO
1938,27,Consumer,Broomfield,Colorado,West,Storage,YES
1940,27,Consumer,Broomfield,Colorado,West,Chairs,YES
1941,35,Corporate,Quincy,Illinois,Central,Labels,YES
1942,35,Corporate,Quincy,Illinois,Central,Storage,YES
1944,25,Corporate,Carrollton,Texas,Central,Accessories,YES
1945,25,Corporate,Carrollton,Texas,Central,Paper,YES
1946,35,Corporate,New York City,New York,East,Art,NO
1947,35,Corporate,New York City,New York,East,Furnishings,NO
1948,35,Corporate,New York City,New York,East,Tables,YES
1949,35,Corporate,New York City,New York,East,Appliances,NO
1950,35,Corporate,New York City,New York,East,Binders,YES
1951,35,Corporate,New York City,New York,East,Phones,NO
1952,35,Corporate,New York City,New York,East,Labels,NO
1953,35,Corporate,New York City,New York,East,Chairs,YES
1954,35,Corporate,New York City,New York,East,Art,NO
1955,35,Corporate,New York City,New York,East,Accessories,NO
1956,35,Corporate,New York City,New York,East,Accessories,NO
1957,35,Corporate,New York City,New York,East,Paper,NO
1958,36,Consumer,Springfield,Missouri,Central,Binders,NO
1959,36,Consumer,Springfield,Missouri,Central,Appliances,NO
1960,36,Consumer,Springfield,Missouri,Central,Accessories,NO
1961,36,Consumer,Springfield,Missouri,Central,Accessories,NO
1962,36,Consumer,Springfield,Missouri,Central,Binders,NO
1963,36,Consumer,Springfield,Missouri,Central,Paper,NO
1964,36,Consumer,Springfield,Missouri,Central,Storage,NO
1965,36,Consumer,Springfield,Missouri,Central,Appliances,NO
1966,51,Consumer,Paterson,New Jersey,East,Phones,NO
1967,51,Consumer,Paterson,New Jersey,East,Supplies,NO
1968,51,Consumer,Paterson,New Jersey,East,Paper,NO
1969,38,Consumer,Tulsa,Oklahoma,Central,Accessories,NO
1970,18,Home Office,Chicago,Illinois,Central,Art,YES
1971,18,Home Office,Chicago,Illinois,Central,Accessories,YES
1973,50,Consumer,Chicago,Illinois,Central,Fasteners,YES
1974,50,Consumer,Chicago,Illinois,Central,Accessories,YES
1975,42,Corporate,Montgomery,Alabama,South,Storage,NO
1976,42,Corporate,Montgomery,Alabama,South,Phones,NO
1977,42,Corporate,Montgomery,Alabama,South,Chairs,NO
1978,19,Consumer,Salem,Oregon,West,Art,YES
1979,15,Consumer,Glendale,Arizona,West,Chairs,YES
1980,15,Consumer,Glendale,Arizona,West,Storage,YES
1981,51,Corporate,Columbus,Georgia,South,Binders,NO
1982,49,Consumer,Oklahoma City,Oklahoma,Central,Phones,NO
1983,48,Corporate,Brentwood,California,West,Appliances,NO
1984,48,Corporate,Brentwood,California,West,Furnishings,NO
1985,48,Corporate,Brentwood,California,West,Paper,NO
1986,30,Consumer,Columbus,Ohio,East,Copiers,YES
1987,46,Consumer,Springfield,Missouri,Central,Binders,NO
1988,46,Consumer,Springfield,Missouri,Central,Tables,NO
1989,46,Consumer,Springfield,Missouri,Central,Envelopes,NO
1990,46,Consumer,Springfield,Missouri,Central,Paper,NO
1992,25,Home Office,Springfield,Oregon,West,Labels,YES
1993,25,Home Office,Springfield,Oregon,West,Art,YES
1994,25,Home Office,Springfield,Oregon,West,Fasteners,YES
1997,6,Corporate,Chesapeake,Virginia,South,Labels,NO
1998,6,Corporate,Chesapeake,Virginia,South,Phones,NO
1999,6,Corporate,Chesapeake,Virginia,South,Phones,NO
2000,15,Consumer,Pasadena,California,West,Accessories,NO
2001,15,Consumer,Pasadena,California,West,Art,NO
2002,52,Consumer,Louisville,Kentucky,South,Storage,NO
2003,52,Consumer,Louisville,Kentucky,South,Chairs,NO
2005,1,Corporate,Columbia,Missouri,Central,Art,NO
2006,1,Corporate,Columbia,Missouri,Central,Accessories,NO
2007,31,Consumer,Chicago,Illinois,Central,Bookcases,YES
2008,46,Consumer,Johnson City,Tennessee,South,Art,YES
2009,46,Consumer,Johnson City,Tennessee,South,Appliances,YES
2010,46,Consumer,Johnson City,Tennessee,South,Paper,YES
2011,50,Consumer,Houston,Texas,Central,Accessories,YES
2012,50,Consumer,Houston,Texas,Central,Storage,YES
2013,37,Consumer,Auburn,Alabama,South,Chairs,NO
2014,37,Consumer,Auburn,Alabama,South,Paper,NO
2015,37,Consumer,Auburn,Alabama,South,Storage,NO
2016,12,Consumer,San Bernardino,California,West,Binders,YES
2017,12,Consumer,San Bernardino,California,West,Labels,NO
2018,12,Consumer,San Bernardino,California,West,Supplies,NO
2019,12,Consumer,San Bernardino,California,West,Paper,NO
2020,38,Home Office,Providence,Rhode Island,East,Storage,NO
2021,38,Home Office,Providence,Rhode Island,East,Paper,NO
2022,38,Home Office,Providence,Rhode Island,East,Binders,NO
2023,38,Home Office,Providence,Rhode Island,East,Chairs,NO
2024,33,Consumer,Fresno,California,West,Binders,YES
2025,11,Consumer,Seattle,Washington,West,Bookcases,NO
2026,36,Home Office,Lancaster,California,West,Binders,YES
2027,36,Home Office,Lancaster,California,West,Binders,YES
2028,48,Corporate,Leominster,Massachusetts,East,Binders,NO
2029,48,Corporate,Leominster,Massachusetts,East,Storage,NO
2030,48,Corporate,Leominster,Massachusetts,East,Binders,NO
2031,48,Corporate,Leominster,Massachusetts,East,Paper,NO
2032,49,Corporate,Fort Worth,Texas,Central,Paper,YES
2033,49,Corporate,Fort Worth,Texas,Central,Art,YES
2034,39,Consumer,Rochester,Minnesota,Central,Binders,NO
2035,39,Consumer,Rochester,Minnesota,Central,Chairs,NO
2036,4,Home Office,Bozeman,Montana,West,Paper,NO
2037,4,Home Office,Bozeman,Montana,West,Labels,NO
2038,25,Home Office,Peoria,Arizona,West,Paper,YES
2041,25,Home Office,Peoria,Arizona,West,Furnishings,YES
2042,40,Corporate,San Diego,California,West,Binders,YES
2043,46,Corporate,Lakewood,Ohio,East,Art,YES
2044,33,Corporate,Houston,Texas,Central,Paper,YES
2045,28,Corporate,Perth Amboy,New Jersey,East,Appliances,NO
2046,28,Corporate,Perth Amboy,New Jersey,East,Phones,NO
2047,28,Corporate,Perth Amboy,New Jersey,East,Paper,NO
2048,28,Consumer,Philadelphia,Pennsylvania,East,Furnishings,YES
2051,28,Consumer,Philadelphia,Pennsylvania,East,Chairs,YES
2052,28,Consumer,Philadelphia,Pennsylvania,East,Art,YES
2053,28,Consumer,Philadelphia,Pennsylvania,East,Furnishings,YES
2054,48,Consumer,Richmond,Indiana,Central,Furnishings,NO
2055,51,Consumer,Detroit,Michigan,Central,Accessories,NO
2056,51,Consumer,Detroit,Michigan,Central,Chairs,NO
2057,51,Consumer,Detroit,Michigan,Central,Accessories,NO
2058,51,Consumer,Detroit,Michigan,Central,Tables,NO
2059,44,Corporate,Los Angeles,California,West,Fasteners,NO
2060,44,Corporate,Los Angeles,California,West,Storage,NO
2061,44,Corporate,Los Angeles,California,West,Binders,YES
2063,44,Corporate,Los Angeles,California,West,Binders,YES
2064,44,Corporate,Los Angeles,California,West,Storage,NO
2065,44,Corporate,Los Angeles,California,West,Chairs,YES
2066,44,Corporate,Los Angeles,California,West,Accessories,NO
2067,44,Corporate,Los Angeles,California,West,Art,NO
2068,16,Consumer,Pomona,California,West,Accessories,NO
2069,16,Consumer,Pomona,California,West,Tables,YES
2071,47,Consumer,Ontario,California,West,Chairs,YES
2072,47,Corporate,Seattle,Washington,West,Binders,YES
2073,45,Home Office,Brentwood,California,West,Accessories,NO
2074,45,Home Office,Brentwood,California,West,Phones,YES
2075,49,Consumer,San Francisco,California,West,Furnishings,NO
2076,37,Consumer,Baltimore,Maryland,East,Paper,NO
2077,37,Consumer,Baltimore,Maryland,East,Appliances,NO
2078,37,Consumer,Baltimore,Maryland,East,Paper,NO
2079,52,Consumer,Phoenix,Arizona,West,Paper,YES
2080,52,Consumer,Phoenix,Arizona,West,Phones,YES
2081,52,Consumer,Phoenix,Arizona,West,Furnishings,YES
2082,8,Consumer,Los Angeles,California,West,Paper,NO
